ts_entry,year,direction,age,pnl_ct,pnl_usd,contracts,won,mae,mfe,score,flags,size_ticks,adx,atr_ratio,entry_hour,adx_regime,news,f1,f2,f3,n_imp_1m,n_ret_1m,des
2019-05-13 13:00:00-04:00,2019,short,0,-2.34,-23.4,10,False,3.75,16.75,6,short|age|adx20|size|fresh|react,33.0,33.32422923849039,0.8138780804150454,12,trending,False,,,,15,0,
2019-05-14 10:00:00-04:00,2019,short,2,-21.34,-106.7,5,False,24.25,0.0,5,short|age|adx20|fresh|react,80.0,25.07185628408474,1.189964157706093,9,trending,False,1.026192337763878,0.07109442475019685,0.5422516613661216,15,5,
2019-05-14 10:20:00-04:00,2019,long,0,-2.34,-11.7,5,False,4.5,11.25,5,age|adx20|fresh|bos|react,57.0,24.71542525919022,1.2001739382519205,9,neutral,False,,,,15,0,
2019-05-14 11:10:00-04:00,2019,long,0,56.160000000000004,280.8,5,True,0.0,30.0,3,age|adx20|fresh,3.0,35.767806445488006,0.7542155425219941,10,trending,False,,,,15,0,
2019-05-14 13:00:00-04:00,2019,long,4,32.160000000000004,160.8,5,True,0.0,17.25,5,age|adx20|size|fresh|react,11.0,29.265451312999122,0.8150259936273688,12,trending,False,1.650049850448654,-0.20382208467775634,1.0010133509565915,15,15,
2019-05-15 13:30:00-04:00,2019,long,0,30.160000000000004,301.6,10,True,0.0,17.25,6,age|adx20|size|fresh|bos|react,12.0,22.75522087120437,0.8284661694671579,12,neutral,False,,,,15,0,
2019-05-16 09:50:00-04:00,2019,long,0,40.660000000000004,203.3,5,True,0.0,23.25,4,age|adx20|fresh|bos,3.0,21.548176787838184,1.392609699769053,8,neutral,False,,,,15,0,
2019-05-16 11:30:00-04:00,2019,long,2,32.660000000000004,163.3,5,True,0.0,20.0,4,age|adx20|fresh|react,3.0,86.71405377860583,0.7777251932481465,10,trending,False,0.8551000953288846,0.12798220119929227,1.246165366373376,15,5,
2019-05-17 09:45:00-04:00,2019,long,0,-14.34,-71.7,5,False,22.5,8.0,4,age|adx20|fresh|react,23.0,45.74784081194122,1.5874423554451933,8,trending,False,,,,15,0,
2019-05-17 15:30:00-04:00,2019,short,4,41.160000000000004,205.8,5,True,0.0,24.75,5,short|age|adx20|fresh|react,48.0,39.17860353017684,1.220021892725644,14,trending,False,0.7552592251982987,0.09698860355620423,0.8231446291770163,15,15,
2019-05-20 11:30:00-04:00,2019,long,0,-6.34,-31.7,5,False,16.0,7.0,3,age|adx20|fresh,7.0,35.54417088409194,0.7095144998370805,10,trending,False,,,,15,0,
2019-05-21 11:05:00-04:00,2019,long,4,-2.34,-11.7,5,False,4.75,10.5,4,age|adx20|fresh|react,22.0,42.498008280990724,0.8566816557131326,10,trending,False,1.0588310689566778,0.08710049430346949,0.7889288999500141,15,15,
2019-05-22 14:55:00-04:00,2019,long,4,-10.84,-54.2,5,False,10.25,5.0,4,age|adx20|fresh|react,39.0,21.135618055264324,1.0362941738299907,13,neutral,False,0.7197898423817863,-0.01988887109044994,0.9280359673775386,15,15,
2019-05-23 13:05:00-04:00,2019,short,2,-14.84,-148.4,10,False,9.75,4.25,6,short|age|adx20|size|fresh|react,27.0,36.99751817395192,0.9137562366357805,12,trending,False,0.9351211072664359,0.26200819041198253,1.3028667818085957,15,5,
2019-05-24 14:25:00-04:00,2019,short,4,-2.34,-23.4,10,False,0.25,6.5,6,short|age|adx20|size|fresh|react,21.0,23.442110948886036,0.9937578027465669,13,neutral,False,1.1180836707152497,0.10527413918958188,0.8458031888345945,15,15,
2019-05-27 12:50:00-04:00,2019,long,0,4.16,20.8,5,True,0.75,3.25,3,age|fresh|react,3.0,15.39190029012436,0.8927890118275468,11,choppy,False,,,,11,0,
2019-05-28 10:45:00-04:00,2019,short,2,-2.34,-11.7,5,False,5.5,10.0,5,short|age|adx20|fresh|react,9.0,50.78498807079153,1.6171930657801,9,trending,False,0.8477181366753369,0.3884249558660096,1.9044800090895468,15,5,
2019-05-29 11:50:00-04:00,2019,short,2,-2.34,-23.4,10,False,7.5,18.5,6,short|age|adx20|size|fresh|react,14.0,29.980778822792058,0.8973503910750015,10,trending,False,0.8178920526986826,0.3124940967007718,0.7968586392117957,15,5,
2019-05-29 13:25:00-04:00,2019,long,3,-2.34,-11.7,5,False,2.25,18.0,5,age|adx20|fresh|level|react,88.0,27.60794292404148,0.8997655334114888,12,trending,False,0.5704987756154144,0.17394270616832738,0.8022121845611895,15,10,
2019-05-29 14:40:00-04:00,2019,short,0,-3.34,-66.8,20,False,0.5,14.25,7,short|age|adx20|size|fresh|bos|react,31.0,26.638389629209748,0.9049092581751276,13,trending,False,,,,15,0,
2019-05-29 15:00:00-04:00,2019,short,3,-2.34,-11.7,5,False,0.5,15.25,4,short|age|adx20|fresh,10.0,33.24509403297771,0.9168516305275739,14,trending,False,0.8312531203195207,-0.01944960683111959,1.1677108597206178,15,10,
2019-05-30 11:15:00-04:00,2019,short,4,-2.34,-23.4,10,False,3.5,15.25,6,short|age|adx20|size|fresh|react,22.0,24.308659617755783,0.9203349466082814,10,neutral,False,0.8149107656879677,-0.11669711314531267,1.1975891850079676,15,15,
2019-05-30 15:55:00-04:00,2019,long,3,9.66,48.3,5,True,0.0,6.5,4,age|adx20|size|fresh,14.0,22.955816846227343,1.2305201376239627,14,neutral,False,0.828060522696011,0.15173778272555463,1.285715006794394,15,10,
2019-05-31 11:05:00-04:00,2019,long,3,-2.34,-11.7,5,False,4.0,17.25,4,age|adx20|fresh|react,24.0,50.97252580972382,0.746486790331647,10,trending,False,0.7073143985086084,0.06603824677478069,0.7365538039592308,15,10,
2019-05-31 15:15:00-04:00,2019,short,2,32.160000000000004,160.8,5,True,0.0,21.25,5,short|age|adx20|size|fresh,13.0,33.18682948363575,1.0429382160830925,14,trending,False,1.0673274094326726,0.22830183744282176,0.6256208859173475,15,5,
2019-06-03 12:40:00-04:00,2019,short,3,-11.34,-113.4,10,False,7.5,8.5,6,short|age|ema20|adx20|fresh|react,52.0,50.65557877149957,1.1614558714295362,11,trending,False,1.125153374233129,0.1283419737009783,1.145990828996898,15,10,
2019-06-03 13:45:00-04:00,2019,short,2,-2.34,-11.7,5,False,20.25,8.75,5,short|age|adx20|fresh|react,49.0,48.781147949342206,1.3086963892185117,12,trending,False,0.428346704420324,0.4199733715728483,1.3848136138763738,15,5,
2019-06-03 15:30:00-04:00,2019,short,0,-2.34,-11.7,5,False,5.0,15.75,5,short|age|adx20|size|fresh,30.0,29.704417952511196,0.8681857513700606,14,trending,False,,,,15,0,
2019-06-04 10:40:00-04:00,2019,long,2,-10.34,-51.7,5,False,10.5,2.0,5,age|ema20|adx20|fresh|react,31.0,59.715032585811976,1.0615304165940387,9,trending,False,0.4817291907338725,0.22044544868001525,2.373391919695729,15,5,
2019-06-04 12:50:00-04:00,2019,long,0,-2.34,-11.7,5,False,2.5,14.5,5,age|adx20|fresh|bos|react,23.0,40.51467862199729,0.8102955195424213,11,trending,False,,,,15,0,
2019-06-04 13:40:00-04:00,2019,long,2,-2.34,-11.7,5,False,0.0,15.5,5,age|adx20|size|fresh|react,10.0,20.486630157360985,0.9362435381964389,12,neutral,False,1.0950775455158461,0.4567128902055118,1.0353797155948812,15,5,
2019-06-07 10:30:00-04:00,2019,long,0,60.660000000000004,606.6,10,True,0.0,35.25,6,age|ema20|adx20|fresh|bos|react,49.0,74.63803817831153,1.2210468090990803,9,trending,True,,,,15,0,
2019-06-07 13:10:00-04:00,2019,long,2,-6.34,-31.7,5,False,6.5,4.25,4,age|size|fresh|react,8.0,17.75675733766559,0.719637567520474,12,choppy,True,0.8151236342725704,0.19437901154163154,1.6952833471022548,15,5,
2019-06-07 13:35:00-04:00,2019,long,0,-2.34,-11.7,5,False,3.0,5.5,3,age|fresh|react,7.0,11.797703721417887,0.8712159056848835,12,choppy,True,,,,15,0,
2019-06-07 15:35:00-04:00,2019,long,2,-7.340000000000001,-36.7,5,False,2.5,4.75,4,age|size|fresh|react,11.0,18.373398066470486,0.9771309771309771,14,choppy,True,1.105090909090909,0.1558829814791151,1.0366475868495033,15,5,
2019-06-10 11:00:00-04:00,2019,long,3,44.660000000000004,446.6,10,True,0.0,24.75,6,age|ema20|adx20|size|fresh|react,16.0,76.87381264637963,0.7714786674459382,10,trending,False,0.8887515451174289,0.21678483002886742,1.2198355274432318,15,10,
2019-06-10 14:00:00-04:00,2019,short,3,29.660000000000004,148.3,5,True,0.0,23.75,5,short|age|adx20|fresh|react,5.0,41.47268782951742,0.9626128061882251,13,trending,False,1.1213630406290955,-0.02816632895567791,0.5836618641698216,15,10,
2019-06-11 13:35:00-04:00,2019,short,2,-8.34,-83.4,10,False,7.25,0.75,6,short|age|adx20|size|fresh|react,17.0,31.333400675179455,0.8610106785504077,12,trending,False,0.9284274193548386,-0.03126353691281543,1.940915593629523,15,5,
2019-06-11 14:35:00-04:00,2019,short,0,25.66,949.42,37,True,0.0,15.5,7,short|age|adx20|size|fresh|bos|react,12.0,36.19083086040731,0.804492087799898,13,trending,False,,,,15,0,
2019-06-12 13:30:00-04:00,2019,short,3,-2.34,-11.7,5,False,1.0,8.75,5,short|age|adx20|fresh|react,6.0,21.305671702393706,0.7147064598468487,12,neutral,True,0.553072625698324,0.08965423843954853,1.1045012435574757,15,10,
2019-06-13 14:50:00-04:00,2019,short,3,-7.340000000000001,-36.7,5,False,4.0,2.25,5,short|age|adx20|size|fresh,12.0,38.45344985385996,1.1449791118675536,13,trending,False,1.3687927107061504,0.06483403258279387,0.6617031880960949,15,10,
2019-06-14 09:50:00-04:00,2019,short,2,-34.839999999999996,-174.2,5,False,24.0,0.0,4,short|age|adx20|fresh,96.0,28.731762376241402,1.5984489444205083,8,trending,False,0.5077220077220077,0.2877960754562917,0.8090508923015152,15,5,
2019-06-14 09:55:00-04:00,2019,short,4,42.660000000000004,213.3,5,True,0.0,26.25,5,short|age|adx20|fresh|level,159.0,25.33050388422279,1.6489963973237263,8,trending,False,0.4806632528651549,0.01160568928930569,1.2965476407188423,11,15,
2019-06-14 10:25:00-04:00,2019,short,4,-2.34,-23.4,10,False,1.5,9.5,6,short|age|adx20|size|fresh|react,37.0,21.54521069368995,1.6382050713388039,9,neutral,False,0.9744389027431422,0.02718975619708226,0.1963921795945101,15,15,
2019-06-14 10:50:00-04:00,2019,long,0,-42.339999999999996,-211.7,5,False,29.5,0.0,5,age|adx20|fresh|level|bos,145.0,24.17684156971919,1.036911121903837,9,neutral,False,,,,15,0,
2019-06-17 09:45:00-04:00,2019,long,0,17.66,88.3,5,True,0.0,29.25,4,age|fresh|bos|react,24.0,14.567560508359335,1.2653569302375927,8,choppy,False,,,,15,0,
2019-06-17 13:45:00-04:00,2019,long,1,-4.84,-24.2,5,False,2.0,1.0,4,age|adx20|fresh|react,4.0,26.493990988780563,0.7376766632195795,12,trending,False,,,,15,0,
2019-06-17 14:40:00-04:00,2019,long,0,-3.84,-19.2,5,False,3.0,0.5,4,age|adx20|fresh|react,2.0,34.18751008095053,0.9504862953138817,13,trending,False,,,,15,0,
2019-06-18 12:10:00-04:00,2019,short,4,-2.34,-23.4,10,False,2.0,15.0,6,short|age|adx20|size|fresh|react,24.0,44.85578458221875,0.8504311626523936,11,trending,False,0.7154917686787674,0.15071353204616295,2.0592675970106176,15,15,
2019-06-18 13:15:00-04:00,2019,short,2,-2.34,-23.4,10,False,3.5,6.25,6,short|age|adx20|size|fresh|react,32.0,50.57215975548356,0.8675799086757991,12,trending,False,0.7382059800664451,0.32232214386324387,0.7118251837281627,15,5,
2019-06-18 14:45:00-04:00,2019,short,0,-2.34,-11.7,5,False,0.5,8.75,4,short|age|adx20|fresh,2.0,41.486402213635564,0.7673328398717,13,trending,False,,,,15,0,
2019-06-19 09:55:00-04:00,2019,short,3,-12.34,-61.7,5,False,7.75,2.75,5,short|age|adx20|fresh|react,61.0,48.56995619670591,1.553690013782734,8,trending,True,0.6634225044238575,0.21070989413647753,0.3589622319302968,15,10,
2019-06-19 15:45:00-04:00,2019,long,0,-2.34,-11.7,5,False,5.25,10.0,5,age|adx20|size|fresh|react,12.0,40.61132003694804,0.8375191089757588,14,trending,True,,,,15,0,
2019-06-20 12:25:00-04:00,2019,short,2,-18.34,-91.7,5,False,13.25,0.0,5,short|age|adx20|fresh|react,61.0,52.437305856874445,1.0486774143058382,11,trending,False,1.212091780988224,0.6429373060437856,0.529616800431364,15,5,
2019-06-20 15:05:00-04:00,2019,short,0,-10.84,-108.4,10,False,4.5,1.25,6,short|age|adx20|size|fresh|react,16.0,36.77621297245401,0.8138639281129653,14,trending,False,,,,15,0,
2019-06-21 11:00:00-04:00,2019,long,3,37.660000000000004,188.3,5,True,0.0,29.75,4,age|adx20|fresh|react,22.0,27.367683093384702,0.9248934076746472,10,trending,False,0.5904532304725169,0.19626939067517105,0.9554852408039575,15,10,
2019-06-21 11:20:00-04:00,2019,long,3,-16.34,-81.7,5,False,12.75,0.0,4,age|adx20|fresh|react,31.0,41.040078847983885,0.9185770750988141,10,trending,False,0.5848847342153213,0.20079236320011065,0.7696743216602737,15,10,
2019-06-21 15:25:00-04:00,2019,long,3,-8.34,-41.7,5,False,5.5,2.25,5,age|adx20|size|fresh|react,12.0,36.43790270971214,1.0201563142739614,14,trending,False,0.7879161528976573,0.02337471393410829,0.9996355227112034,15,10,
2019-06-24 10:10:00-04:00,2019,long,0,-2.34,-11.7,5,False,3.75,5.5,4,age|adx20|fresh|react,23.0,20.886571606454574,1.5819502074688796,9,neutral,False,,,,15,0,
2019-06-24 13:45:00-04:00,2019,short,0,-2.34,-23.4,10,False,2.25,6.0,6,short|age|adx20|fresh|bos|react,6.0,34.14243696525151,0.8379567629615458,12,trending,False,,,,15,0,
2019-06-25 14:50:00-04:00,2019,short,2,-17.84,-178.4,10,False,7.75,3.25,6,short|age|adx20|size|fresh|react,33.0,37.38156117912329,0.9067334346776358,13,trending,False,0.4700374531835206,0.44898210079246037,0.9524940640936579,15,5,
2019-06-25 15:25:00-04:00,2019,short,2,-12.84,-128.4,10,False,5.75,1.5,6,short|age|adx20|size|fresh|react,32.0,56.0011730493922,1.081081081081081,14,trending,False,0.8006529279738829,0.36017797195201146,1.3685423846277818,15,5,
2019-06-26 09:35:00-04:00,2019,long,0,54.160000000000004,541.6,10,True,0.0,32.25,6,age|adx20|fresh|level|bos|react,218.0,35.26516766865443,1.4350343829171193,8,trending,False,,,,11,0,
2019-06-26 09:45:00-04:00,2019,long,1,-18.34,-91.7,5,False,13.5,0.0,3,age|adx20|fresh,55.0,35.61525471819331,1.5576114381833475,8,trending,False,,,,15,0,
2019-06-26 12:30:00-04:00,2019,short,2,-4.34,-21.7,5,False,4.5,1.5,4,short|age|fresh|react,6.0,13.058918979814525,0.8047743918980017,11,choppy,False,0.7388226527570789,0.34864020036497123,1.5662493374624675,15,5,
2019-06-26 12:55:00-04:00,2019,short,0,27.660000000000004,138.3,5,True,0.0,19.75,3,short|age|fresh,2.0,11.46076561853767,0.763647210897882,11,choppy,False,,,,15,0,
2019-06-28 09:50:00-04:00,2019,short,0,-2.34,-23.4,10,False,1.5,13.0,6,short|age|adx20|size|fresh|bos,17.0,31.116286576970726,1.758705592683785,8,trending,False,,,,15,0,
2019-06-28 12:35:00-04:00,2019,long,2,-2.34,-11.7,5,False,1.25,5.25,4,age|adx20|size|fresh,14.0,68.54393680114944,0.855568445475638,11,trending,False,0.4413737045315993,0.11409560364631201,1.33804569330448,15,5,
2019-06-28 13:45:00-04:00,2019,short,0,-2.34,-23.4,10,False,0.0,11.5,6,short|age|adx20|size|fresh|bos,12.0,47.39009029216633,0.9000181455271277,12,trending,False,,,,15,0,
2019-07-01 14:15:00-04:00,2019,short,2,27.660000000000004,138.3,5,True,0.0,15.5,5,short|age|adx20|size|fresh,13.0,27.2328215880641,0.9618302789774716,13,trending,False,1.473595125253893,0.49870153369811443,0.4415449093150422,15,5,
2019-07-02 15:15:00-04:00,2019,long,2,27.660000000000004,138.3,5,True,0.0,18.25,4,age|adx20|size|fresh,15.0,64.86488948556972,1.1771428571428573,14,trending,False,1.3111254851228977,0.5011238088593253,1.101536230389711,15,5,
2019-07-03 13:05:00-04:00,2019,long,0,1.1600000000000001,11.600000000000001,10,True,1.0,5.25,6,age|adx20|size|fresh|bos|react,16.0,41.36884194916265,1.021624382768602,12,trending,False,,,,15,0,
2019-07-04 10:05:00-04:00,2019,short,0,-6.34,-31.7,5,False,2.75,2.25,5,short|age|adx20|fresh|react,7.0,74.53395015129865,0.9183147033533965,9,trending,False,,,,15,0,
2019-07-05 12:15:00-04:00,2019,long,0,27.660000000000004,138.3,5,True,0.0,18.25,4,age|size|fresh|react,11.0,18.128108873526806,0.7511737089201879,11,choppy,True,,,,15,0,
2019-07-05 12:50:00-04:00,2019,long,2,-9.84,-49.2,5,False,3.75,4.75,4,age|adx20|fresh|react,20.0,28.597736215374088,0.8010955152345088,11,trending,True,0.6268898488120951,0.19824611885816204,1.5910661673523545,15,5,
2019-07-08 09:45:00-04:00,2019,short,1,-2.34,-23.4,10,False,4.5,12.5,6,short|age|adx20|size|fresh|react,32.0,38.321993924874064,1.8586489652479499,8,trending,False,,,,15,0,
2019-07-08 14:55:00-04:00,2019,long,2,-5.34,-26.7,5,False,1.5,3.25,3,age|fresh|react,5.0,13.002692892452362,1.0500564546480993,13,choppy,False,1.0213027447767309,0.35064791793912775,0.7523609038485061,15,5,
2019-07-09 13:40:00-04:00,2019,long,0,-3.84,-19.2,5,False,1.5,6.0,5,age|adx20|fresh|bos|react,6.0,32.743033659108065,0.8179660398028119,12,trending,False,,,,15,0,
2019-07-09 15:35:00-04:00,2019,long,0,27.660000000000004,138.3,5,True,0.0,21.25,3,age|adx20|fresh,5.0,31.060433365353834,1.0856155933876142,14,trending,False,,,,15,0,
2019-07-09 15:50:00-04:00,2019,long,0,-2.34,-23.4,10,False,1.5,9.75,6,age|adx20|size|fresh|bos|react,14.0,26.706379841617405,1.1151692232773314,14,trending,False,,,,15,0,
2019-07-10 10:10:00-04:00,2019,long,4,-13.34,-66.7,5,False,7.75,0.5,5,age|ema20|adx20|fresh|react,38.0,56.76017267698887,1.908878504672897,9,trending,False,0.4228391984846974,0.10807055313781293,1.7050717172980858,15,15,
2019-07-10 10:45:00-04:00,2019,short,4,47.160000000000004,471.6,10,True,0.0,25.75,6,short|age|adx20|size|fresh|react,13.0,69.17223180546308,1.063862450107461,9,trending,False,0.9899694723070214,0.17554722219323138,1.5181006255936598,15,15,
2019-07-10 13:40:00-04:00,2019,long,0,-4.34,-21.7,5,False,2.0,4.75,4,age|adx20|fresh|bos,3.0,34.12551179999791,0.7380665864420378,12,trending,False,,,,15,0,
2019-07-11 15:35:00-04:00,2019,short,4,-2.34,-11.7,5,False,3.5,8.25,4,short|age|adx20|fresh,5.0,21.872088648664878,0.7093364650616559,14,neutral,True,0.8469678469678469,0.12437835167684712,1.0200711802661473,15,15,
2019-07-12 11:15:00-04:00,2019,long,0,27.660000000000004,276.6,10,True,0.0,16.75,6,age|adx20|size|fresh|bos|react,19.0,34.45916597417509,0.9310535024820739,10,trending,False,,,,15,0,
2019-07-12 15:55:00-04:00,2019,long,0,3.16,15.8,5,True,0.0,7.5,4,age|adx20|fresh|react,5.0,20.107196620441048,1.2094131665177241,14,neutral,False,,,,15,0,
2019-07-15 11:05:00-04:00,2019,long,2,-2.34,-11.7,5,False,5.0,9.0,5,age|adx20|size|fresh|react,12.0,28.729497625209667,0.9021406727828746,10,trending,False,1.1058590941768511,0.07991984530572978,0.7514312811110352,15,5,
2019-07-15 15:00:00-04:00,2019,long,0,-4.84,-24.2,5,False,3.0,4.25,5,age|adx20|fresh|bos|react,4.0,58.566782565180496,0.9763779527559057,14,trending,False,,,,15,0,
2019-07-16 12:10:00-04:00,2019,short,0,27.660000000000004,276.6,10,True,0.0,17.75,6,short|age|adx20|fresh|bos|react,45.0,56.00662552313179,1.0867293625914316,11,trending,False,,,,15,0,
2019-07-16 13:40:00-04:00,2019,short,0,27.660000000000004,276.6,10,True,0.0,15.0,6,short|age|adx20|fresh|bos|react,11.0,40.6559428355431,0.7461494580718768,12,trending,False,,,,15,0,
2019-07-17 11:05:00-04:00,2019,short,4,-18.34,-91.7,5,False,9.0,4.0,5,short|age|adx20|fresh|react,42.0,39.959096973351045,1.042057622254112,10,trending,False,0.8937073260749216,0.10340439181579397,0.8812072585853947,15,15,
2019-07-17 12:20:00-04:00,2019,short,1,-5.84,-29.2,5,False,6.5,3.75,5,short|age|adx20|fresh|react,6.0,33.72887283937848,0.7129731716280778,11,trending,False,,,,15,0,
2019-07-18 12:55:00-04:00,2019,short,0,-3.84,-19.2,5,False,2.5,2.75,4,short|age|adx20|fresh,2.0,46.993282015918226,0.7396030245746692,11,trending,False,,,,15,0,
2019-07-18 14:15:00-04:00,2019,long,0,27.660000000000004,138.3,5,True,0.0,21.5,5,age|adx20|fresh|bos|react,5.0,43.0590016080277,1.055536391859262,13,trending,False,,,,15,0,
2019-07-18 14:20:00-04:00,2019,long,0,27.660000000000004,276.6,10,True,0.0,18.0,6,age|adx20|fresh|level|bos|react,24.0,43.56861667548161,1.1375065025143054,13,trending,False,,,,15,0,
2019-07-19 10:20:00-04:00,2019,short,2,-5.84,-58.4,10,False,1.75,16.25,6,short|age|adx20|size|fresh|level,33.0,33.04769602613572,1.3916820851098062,9,trending,False,0.7061199130164648,0.315759981653467,1.4687764438165023,15,5,
2019-07-19 11:55:00-04:00,2019,short,2,-18.34,-183.4,10,False,12.0,0.0,6,short|age|adx20|size|fresh|react,39.0,28.962838967326483,0.8325309236352864,10,trending,False,0.5073567595637875,0.128182010014091,1.5263377028836527,15,5,
2019-07-22 09:50:00-04:00,2019,long,0,-2.34,-23.4,10,False,2.0,16.0,6,age|adx20|size|fresh|bos|react,12.0,38.21868575573243,1.1956253597565991,8,trending,False,,,,15,0,
2019-07-22 13:25:00-04:00,2019,long,2,27.660000000000004,138.3,5,True,0.25,29.0,3,age|adx20|fresh,4.0,28.875153694579474,0.77766445690974,12,trending,False,0.9541734860883796,0.0752047962485756,1.2834440769122561,15,5,
2019-07-22 15:15:00-04:00,2019,long,2,-8.34,-41.7,5,False,8.25,1.25,3,age|adx20|fresh,27.0,40.691333397479866,1.243353783231084,14,trending,False,0.5036557930258718,0.4204577500976159,0.8887145277331133,15,5,
2019-07-23 10:25:00-04:00,2019,short,2,-9.34,-93.4,10,False,10.5,0.0,6,short|age|adx20|size|fresh|react,13.0,23.719490182269414,1.3437990580847723,9,neutral,False,0.8597199145502017,0.11040870512269155,1.0781492910848196,15,5,
2019-07-23 15:05:00-04:00,2019,long,4,-3.34,-16.7,5,False,2.25,3.75,4,age|adx20|size|fresh,13.0,58.836836375238924,0.8764629388816645,14,trending,False,0.8429734808937148,0.20000819876360318,1.118929560082843,15,15,
2019-07-23 15:30:00-04:00,2019,long,0,23.16,115.8,5,True,0.0,14.25,4,age|adx20|fresh|react,2.0,36.34295706550149,0.7583065380493035,14,trending,False,,,,15,0,
2019-07-24 09:40:00-04:00,2019,long,0,28.660000000000004,143.3,5,True,0.0,15.5,4,age|size|fresh|react,16.0,16.01540167820998,1.309452137266707,8,choppy,False,,,,15,0,
2019-07-24 10:30:00-04:00,2019,long,0,-2.34,-11.7,5,False,0.5,18.0,3,age|fresh|react,7.0,11.514514470637055,1.4049976426214048,9,choppy,False,,,,15,0,
2019-07-24 12:15:00-04:00,2019,long,1,-5.34,-26.7,5,False,1.5,5.75,2,age|fresh,5.0,13.738461478918657,0.8227248816412415,11,choppy,False,,,,15,0,
2019-07-24 12:50:00-04:00,2019,long,1,-5.34,-26.7,5,False,2.5,3.75,3,age|adx20|fresh,5.0,26.30632910524113,0.720634158059092,11,trending,False,,,,15,0,
2019-07-25 10:35:00-04:00,2019,long,0,-2.34,-11.7,5,False,3.25,17.0,5,age|adx20|fresh|level|react,43.0,62.98349189086245,1.5451974824409378,9,trending,False,,,,15,0,
2019-07-25 12:00:00-04:00,2019,short,2,-2.34,-11.7,5,False,0.75,13.0,3,short|age|fresh,11.0,17.531108715791245,0.7900852052672347,11,choppy,False,0.8364231188658668,0.23063357263397108,0.4379171388373423,15,5,
